"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0535003U","IMPIANTO EOLICO ASCOLI SATRIANO","52","52","016071005","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0912510C","Bella_Ares","52","52","017076012","150","01.01.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16EODN3","ORSARA","49","49","016071019","150","17.11.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0611168N","Breathe energia in movimento","49","49","017076048","150","13.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-A16IAVC3","IVPC ANZANO","49","49","016071003","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMYI-S16PTRMB","IMPIANTO EOLICO PIETRAMONTECORVINO","48","48","016071039","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16L3CC3","LECCE3","48","48","016075035","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0672677Z","Breva","N/A","45","017076048","150","10.01.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17PEMCE","PARCO EOLICO MONTE CUTE","44","44","017076014","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0157423E","San Marco in Lamis","44","44","016071047","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-01113115","IL PRIMO","42","42","016074004","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0493347G","MATISSE","42","42","016071009","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16SRRCC","SERRACAPRIOLA","42","42","016071053","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16ETS1J","TROIA SAN VINCENZO","42","42","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMYI-S14IRVPB","ROTELLO","42","42","014070061","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16MCNT6","MONTECALVELLO","41","41","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17RPCN5","RIPACANDIDA","41","41","017076067","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-09098043","FORENTUM","40","40","017076043","150","31.12.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16R3CCA","ROCCHETTA 3","40","40","016071042","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16IFMVD","FORENZA","40","40","017076033","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-07692029","BOSCOLEPIANE","39","39","017076090","150","17.09.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16DCNNQ","CANDELA","39","39","016071009","380","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0682360L","Cancellara","39","39","017076018","150","19.11.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Water Reservoir","26WIMPI-S17AGRIH","AGRI","39","39","017076035","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14NAVCV","NUOVA ACQUASPRUZZA","38","38","014094026","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0179228R","Eurowindordona","38","38","016071063","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0300153V","GARGANO 1","38","38","016071041","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0424161U","Ascoli Satriano-Località Lagnano, Pozzo Zingaro","38","38","016071005","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Biomass","26WIMPI-0138765U","PFLOR","37","37","016072029","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Biomass","26WIMPI-0166990F","UP_BRNSFIR_1","37","37","016074001","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16IAVLQ","IVPC ALBERONA","36","36","016071002","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17G2RTL","GROTTOLE 36MW","36","36","017077012","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-05798648","Palazzo San Gervasio","34","34","017076057","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16ORDNF","ORDONA VALLE SCODELLA","34","34","016071063","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14LCTU3","LUCITO","34","34","014070048","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-05898537","SERRA DI CRISTO","32","32","016071006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMZI-08942070","S.Severo","31","31","016071051","150","14.01.2019",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16PIGGE","POGGIO IMPERIALE","30","30","016071040","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-04529968","TRE_TORRI","30","30","016074006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0679824D","LeReni","30","30","017077014","150","13.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMYI-C16ETS1B","TROIA SAN CIREO","30","30","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Offshore","26WIMPI-0603701R","TARANTO RADA","N/A","30","016073027","150","26.05.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMYI-S17FMRLB","MONTEMURRO 1/2","29","29","017076052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0530247R","isca ricotta - melfi","29","29","017076048","150","13.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0912666I","SET CASTELMAURO","N/A","29","014070015","150","20.08.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-04242114","Ortanova loc. Santo Spirito","28","28","016071036","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0305855B","Deliceto Eolico","28","28","016071022","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-1100437N","Parco Eolico Serracapriola","28","28","016071053","150","16.04.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14PTRCV","PIETRACATELLA","27","27","014070053","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0684906U","ELCE2","26","26","016071022","150","12.05.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0304845J","EolicoLucera-BorgoSanGiusto","26","26","016071028","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16AMLBV","ALBERONA MEZZANELLE","26","26","016071002","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-01357569","URURI","26","26","014070083","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16PEOPP","PARCO EOLICO ORDONA","26","26","016071063","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-01119710","ASCOLI-DELICETO","25","25","016071022","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0473736H","Parco Vecchio - Valle Cancelli - Ripa","25","25","016071062","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16MNTSK","MONTORSI","24","24","016071062","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-01128175","Sun Energy and Partners","24","24","016074001","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0561577K","Guardia","24","24","017076029","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0306059U","Elce","24","24","016071022","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16EFS4W","EOS 4   FAETO","24","24","016071023","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14CRPA3","CARPINONE","24","24","014094008","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0897296X","Tre Confini","N/A","24","016071036","150","26.05.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-09036141","La Ficora","N/A","24","016071036","150","03.06.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S14V1LTN","VOLTURNO 1","23","23","014094042","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0606431F","PONTE ALBANITO","23","23","016071024","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0589840G","SERRO LUNGO","23","23","016071022","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Biomass","26WIMPI-06840776","S.Agata Biomassa","23","23","016071052","150","27.04.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-07660933","Taverna Caduta","23","23","017076048","150","23.04.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0650377W","Tarifa","22","22","016075041","150","24.08.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0057328F","TAVERNA LA STORTA SUD","22","22","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0679327R","Segheria Nuova","22","22","017076009","150","01.03.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-C16FERT1","SAN CHIRICO","22","22","016071044","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16T3R48","TROIA 3 E 4","21","21","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-1119075H","Ascoli Miele","21","21","016071005","150","12.12.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0763551E","Parco_Oppido","21","21","017076056","150","18.10.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0581139W","Centrale Monte Carmine","20","20","017076060","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0902368W","Vaglio IR","20","20","017076094","150","29.10.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0675918O","San Giovanni Wind Farm","20","20","017077024","150","14.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16PDC20","PIANO DELLA CAPRIA 20MW","20","20","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-B16CRST6","BUGLIA","20","20","016071042","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0609004J","Oppido Lucano","20","20","017076056","150","06.01.2017",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-01094203","VILLA CASTELLI WF","20","20","016074020","220","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0906039V","Parco eolico La Rucola-Pierno","20","20","017076048","150","02.11.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16P2LNC","PALINO 20MW","20","20","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-P16IAVCV","PANNI","20","20","016071003","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0772460G","Parco eolico Wincap","20","20","017076063","150","08.12.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Water Reservoir","26WIMPI-S14PZZNZ","PIZZONE","19","19","014094036","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17PERR6","ROTONDELLA","18","18","017077023","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-F16CRSTB","FRANCIOSA1","18","18","016071042","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0678391N","Masseria Bizzarro","18","18","017076048","150","13.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16TLSVR","TAVERNA LA STORTA NORD","18","18","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-06684162","CONTE","18","18","016071029","150","22.07.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-P16FERT8","SPINA","18","18","016071044","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0663708E","CICCOLOCANE","18","18","017077014","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17G1RTP","GROTTOLE 18MW","18","18","017077012","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0600053E","Pietragalla Eolico","18","18","017076060","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CRNTX","MINERVINO MURGE - CONTRADA RINALDI","18","18","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMZI-05933690","JASMINE","18","18","016071029","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CINTW","MINERVINO MURGE - CONTRADA IAMBRENGHI","18","18","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0681897K","POZZO MARANO","18","18","016071020","150","21.06.2017",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16IRVPO","IVPC4 ROSETO","18","18","016071044","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-03342034","GUARNIERI","18","18","016071029","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0766929D","Burgentia Energia","18","18","017076013","150","08.01.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16MANRI","MINERVINO MURGE","18","18","016110001","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-1093635V","Posticciola Ampliamento","18","18","016071054","150","19.07.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-1079885R","FERGAS SOLAR SRL","N/A","18","017077008","150","09.04.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CEPNH","C.LE EOLICA PIETRAMONTECORVINO","17","17","016071039","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16MDCR2","MURGE","16","16","016071001","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16O1LV5","OLIVOLA 16MW","16","16","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16PDT1P","PEZZA DEL TESORO 16MW","16","16","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0606738Q","Castellaneta Wind_Farm","16","16","016073003","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-09114525","EPE TROIA","16","16","016071058","150","19.11.2020",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMYI-0338184B","FRANZI","16","16","017076014","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0156944S","Faeto 20 Difesa","16","16","016071024","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CPNT4","MINERVINO MURGE - CONTRADA PASSEGGERI","16","16","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-05926472","Impianto Cerreto","16","16","017076036","150","01.01.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-06890412","SERRA CARPANETO 3","16","16","017076060","150","12.11.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0906046Y","Tre Titoli","16","16","017076009","150","04.09.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16IVVP8","VOLTURARA","15","15","016071061","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0908690Y","AW2","15","15","016071024","150","27.06.2019",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0730281D","Vaglio Ampliamento","15","15","017076094","150","13.09.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-06854343","Tolve Parco","15","15","017076090","150","01.10.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16T2RO9","TROIA2","15","15","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Other","26WIMPI-0692971N","ILVA Taranto TRT S.p.a","15","15","016073027","220","30.11.2017",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0157973G","De Nittis 3","15","15","016071024","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14RPBTE","RIPABOTTONI","15","15","014070048","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0393807F","TROIA CANCARRO","14","14","016071058","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Biomass","26WIMPI-S14CTYT4","TERMOLI 2","14","14","014070078","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Other","26WIMPI-0460320W","Centrale Elettrica Manfredonia Paglia","14","14","016071029","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-07709193","Lavello","14","14","017076043","150","06.01.2017",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CLVCU","COLAVECCHI - COLOVE'","14","14","016075015","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14SGIGD","SAN GIOVANNI IN GALDO","14","14","014070066","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0908666V","Le Coste","14","14","017076043","150","23.05.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0894216Z","Ripalonga","14","14","016071035","150","20.07.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-03585694","Spartivento","14","14","016071010","150","31.12.2014",""
