"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPITEVERE-1I","BASCHI","80","80","010055007","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Oil","26WIMPI-S12AOCS3","MONTEMARTINI","80","80","012058091","10","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15IESIV","SAVIGNANO","78","78","015064096","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMPI-S15ACRRR","ACERRA","72","72","015063001","220","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15F2NON","FOIANO2","70","70","015062031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-1170271Q","ALZO","N/A","65","012056059","150","08.04.2022",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13VSLLB","VILLA S.MARIA","60","60","013069102","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S15BSSN0","BUSSENTO","60","60","015065077","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0904518T","Parco Eolico Morcone","57","57","015062044","150","01.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15IFVP4","IVPC FOIANO","54","54","015062031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0752122B","La Toppa 1","54","54","015064011","150","12.12.2015",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0074086G","San Giorgio La Molara","54","54","015062059","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0778785W","PIANELLE","52","52","015062054","150","01.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-09110003","Lacedonia_Serralonga Energia","N/A","51","015064041","150","04.08.2022",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-S13BCRGJ","AVEZZANO","50","50","013066006","150","07.10.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-06832587","Parco San Lupo","48","48","015062063","150","06.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12CSSND","CASSINO","48","48","012060068","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15B4SC7","BISACCIA 48MW","48","48","015064011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12ACQRB","ACQUORIA","48","48","012058104","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0163777U","Vallata","48","48","015064011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-S10NMRNY","NERA MONTORO","56","47","010055022","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0073522R","ANDROMEDA 45 MW","45","45","012056035","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Water Reservoir","26WIMPI-S13ASCNS","S. ANGELO","44","44","013069001","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMZI-06863440","ALISEA","44","44","015064041","150","01.01.2016",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-0361630J","TERMICA COLLEFERRO","44","44","012058034","15","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0390312K","vento a Piansano","42","42","012056043","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0902042P","CMM Castel Fraiano IR1","40","40","013069020","150","23.12.2018",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15GDSSP","Ginestra degli Schiavoni","40","40","015062036","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15ILVPH","IVPC4 LACEDONIA","40","40","015064041","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15SGANH","SAN GREGORIO MAGNO","39","39","015065017","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMPI-0043227A","EALL - S. Vittore del Lazio","39","39","012060070","150","17.11.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0610999M","Monteverde","38","38","015064060","150","17.03.2018",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15RCGLO","RICIGLIANO","36","36","015065105","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S16DWMNN","MONTAGUTO","35","35","015064051","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0773122V","San Giorgio Ampliamento","35","35","015062059","150","06.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-09087254","CONZA","35","35","015064030","150","01.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMYI-S15MNTNB","MONTELUNGO","32","32","015061051","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15SCMPU","IMPIANTO EOLICO SCAMPITELLA","32","32","015064097","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S13PECR1","PARCO EOLICO COCULLO","31","31","013066037","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-S12SDSY8","SORA","42","30","012060074","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15SNSVU","CER CASTELFRANCO","30","30","015062016","150","17.11.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13BLGN2","BOLOGNANO","30","30","013068028","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15IBVPK","IVPC4 BISACCIA","30","30","015064011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15IMVPD","IVPC MONTEFALCONE","30","30","015062042","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-09100040","AGRETTA","29","29","015062031","150","25.07.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15MDDND","MONTE DELLA DIFESA","29","29","015065143","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPIMATESE-1B","MATESE 2S","N/A","28","015061057","150","01.03.2022",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0685590Q","Circello - Piana Barone e Costa Pagliara","27","27","015062024","150","07.09.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-08737107","Tor di Valle MCI","18","27","012058091","150","07.09.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S13MRSCK","MARSICA II","26","26","013066038","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-S12ADRR4","CENTRALE DI COGENERAZIONE AEROPORTO FIUMICINO","10","25","012058120","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0772408I","M.Mattina","N/A","25","015064004","150","10.01.2022",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-S12MNT2M","MONTALTO24","24","24","012056035","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13TRNIP","TRIANO","24","24","013069022","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMYI-0090404B","Sugarella","24","24","012056012","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMPI-S09CSPLS","EVERFALESIA","24","24","9049012","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15B2SCF","BISACCIA 2","24","24","015064011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12PFNT3","PONTE FELICE","23","23","012056027","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0394269C","LANUVIO","23","23","012058050","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12ASCL1","SALISANO","23","23","012057063","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15MPFWF","VALLESACCARDA 1","23","23","015064115","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15A2NDX","ANDRETTA 22MW","22","22","015064003","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13ALNNN","ALANNO","22","22","013068028","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0455820U","Monteleone 28","N/A","22","016071032","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMPI-S08TDMR6","C.LE HERA MODENA CAVAZZA","21","21","8036023","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMPI-S12BEGBN","GUARCINO","21","21","012060042","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S15TNGRW","TANAGRO","20","20","015065093","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12NZZNK","NAZZANO","20","20","012058069","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-00680951","Parco eolico Santomenna","20","20","015065131","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMPI-S03PTRMO","IMPIANTO DI TERMOVALORIZZAZIONE RIFIUTI DI TREZZO SULL'ADDA","20","20","3015221","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15CLCL1","DOTTO - CIORLANO","20","20","015061030","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13SMSZ1","SAGITTARIO NUOVO","20","20","013066004","60","17.11.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-04625084","Parco eolico di Campagna","20","20","015065046","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Gas","26WIMPI-1003453H","Cassino Trigenerazione","19","19","012060052","150","24.06.2018",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-S15GFGLU","GIUGLIANO FV","19","19","015063034","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12PNTCO","PONTECORVO","18","19","012060031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S10AOCRH","ORTE","18","18","010055022","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15L2CDB","LACEDONIA 2","18","18","015064041","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15GDSNZ","GINESTRA","18","18","015062036","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0080544Q","FOIANO AMPLIAMENTO","17","17","015062031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12CGSTC","CASTEL GIUBILEO","17","17","012058091","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0086935I","PESCINA WIND","16","16","013066069","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15EMDNH","MONTEFALCONE","16","16","015062042","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0772333N","ECOCALAGGIO","16","16","015064011","150","15.04.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Fossil Oil","26WIMPI-0891033L","CAPRI_","16","16","015063014","10","27.01.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15LCDAB","LACEDONIA CERRELLO","15","15","015064041","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S06SMNRL","SAN MARCO","15","15","015062031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15ICDVL","I COLORI DEL VENTO","15","15","015064008","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0159541Z","COSTA GRANDE","15","15","015064041","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S16ICSC8","GRECI-MONTAGUTO","15","15","015064037","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15FVFN7","FOIANO VAL FORTORE","15","15","015062031","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0773027P","Montefalcone E2i","15","15","015062042","150","25.05.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0063022G","Piano del Cornale","15","15","015065046","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0193954G","ORSA MAGGIORE","15","15","012058091","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13BLSRW","BALSORANO","15","15","013066007","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S15CLRAF","CALORE","12","15","015064082","60","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-1278600N","San-Giovanni","N/A","15","015062031","150","04.08.2022",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0037076S","PILANI","14","14","015062036","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMZI-S10TERN0","ARIA srl UL1","14","14","010055032","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12FIRFK","FARFA I","14","14","012057027","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15PESF2","PARCO EOLICO STURNO FRIGENTO","14","14","015064104","20","01.02.2019",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15PILCD","PARCO EOLICO IARDINO","14","14","015062028","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0686464Q","Lacedonia","14","14","015064041","150","28.11.2015",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-09116161","Schiavi Fonte Gelata IR2","13","13","013069088","150","22.11.2018",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-00524433","MEGASOL 13","13","13","012056035","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0447293N","TOPPA","12","12","015064011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMZI-09119890","PAGANINI_13830","12","12","012056035","150","11.05.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMYI-S12CESLB","E.P. SISTEMI","12","12","012058034","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-06838070","Baselice EDENS","12","12","015062007","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMPI-S12MCBL8","MOBILSERVICE","12","12","012058034","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-0857016F","IDRO-CANISTRO","12","12","013066017","150","12.03.2016",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-06077894","Parco eolico di Ricigliano","12","12","015065105","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMYI-S13WT2EB","WTE2","12","12","013066038","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Water Reservoir","26WIMPI-S12CNTRM","CANTERNO","11","12","012060033","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-08902841","PUCCINI_13.360","11","11","012056035","150","11.05.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0913115D","ROSSINI_12952","11","11","012056035","150","11.05.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-01151835","Borgo Sabotino","11","11","012059011","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13MRNOB","MORINO","11","11","013066057","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0892375P","Verdi_13.030","11","11","012056035","150","11.05.2017",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S13P1SCZ","PESCARA 1S","10","10","013068005","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15CASTI","CASTELNUOVO DI CONZA","10","10","015065033","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S15SDCLR","SELLA DI CONZA","10","10","015065033","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S12CPRE9","CEPRANO","10","10","012060025","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0765244D","Bisaccia","10","10","015064011","150","12.05.2016",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0453181B","Ariano Irpino eolico","10","10","015064005","150","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Other","26WIMPI-S16MAES6","APPIA ENERGY S.R.L.","10","10","16073015","20","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S10PRCEU","PRECI","10","10","010054043","132","31.12.2014",""
"BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S15TSCNW","TUSCIANO","10","10","015065082","20","31.12.2014",""
