"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S09PEPA4","PARCO EOLICO POGGI ALTI","20","20","009053023","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-05777205","Parco Eolico ""Poggio Malconsiglio""","20","20","009050030","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-07741771","Foce di Cornia","20","20","009049012","132","29.06.2019",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09S1LVB","SELVA 1","19","19","009050011","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09C2RBZ","CARBOLI 2","19","19","009053027","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09C1RB2","CARBOLI 1","19","19","009053027","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09GBBRW","NUOVA GABBRO","19","19","009050027","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09S1STV","SESTA 1","18","18","009052025","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09R2NC7","RANCIA 2","18","18","009052025","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09RNCAY","RANCIA 1","18","18","009052025","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09PNCC3","PIANACCE","18","18","009052025","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S09LVNES","LEVANE","18","18","009051039","132","17.11.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09NMVLG","NUOVA MOLINETTO","18","18","009050011","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-S09IPNT0","U.P. INTERECOGEN","31","17","009050033","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-01528495","CHIUSDINO 1","17","17","009052010","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09NLVR8","NUOVA LARDERELLO","17","17","009050027","380","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09C2RNB","CORNIA 2","17","17","009050011","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09NSVSF","NUOVA SASSO","17","17","009050011","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-0904006J","Nova LT16","16","16","009048017","132","16.03.2017",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S11PRRTN","ASCOLI PORTA ROMANA","16","16","011044007","20","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Oil","26WIMPI-S09PRTF4","PORTOFERRAIO","16","16","009049014","22","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09CSTVX","NUOVA CASTELNUOVO","15","15","009050011","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Other","26WIMPI-S09AMBNQ","AMBIENTE","15","15","009053024","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S09CRFNL","CORFINO","15","15","009046025","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0372206L","Parco Eolico Monte Carpinaccio","14","14","009048018","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S11GRSEL","GEROSA","14","14","011044015","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S11FRLUF","FURLO","13","13","011041014","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-07528458","Tioxide Europe Scarlino","12","12","009053024","132","15.01.2015",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09NMVNC","NUOVA MONTEROTONDO","11","11","009053027","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0304386P","MALALBERGO","11","11","009051017","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09NLVGU","NUOVA LAGO","11","11","009053027","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S11SLZZX","SAN LAZZARO","10","10","011041015","20","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0637955W","Apecchio - Monte dei Sospiri","10","10","011041002","132","27.05.2016",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Other","26WIMPI-S09TFRMO","TERMOVALORIZZATORE FOCI","10","10","009052022","15","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-1274052B","BANCO PROVA GE10","N/A","10","009048017","132","01.02.2022",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-C11CPDPF","CAPODIPONTE TRONTO","9","9","011044007","132","11.10.2017",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-V09SPRN0","SPERANDO","8","8","009047024","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Hydro Run-of-river and poundage","26WIMPI-S11CMNNL","COMUNANZA","8","8","011044015","20","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09M1NT2","MONTEVERDI 1","0","0","009050021","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09M2NTZ","MONTEVERDI 2","0","0","009050021","132","31.12.2014",""
"BZN|IT-Centre-North / 01.01.2022 00:00 - 01.01.2023 00:00","Geothermal","26WIMPI-S09RDCNB","NUOVA RADICONDOLI","0","0","009052025","132","31.12.2014",""
