"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0083559Z","AMARONI","23","23","018079003","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-07735356","Parco Eolico San Demetrio","N/A","21","018078114","150","25.01.2021",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0410150O","Impianto Eolico Sambuco","20","20","018079034","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S18SFC22","SAN FLORO - CARAFFA 2","18","18","018079072","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Waste","26WIMPI-S18TECTL","TERMOVALORIZZATORE CDR","17","17","018080038","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0600448S","ARIA DAL VENTO","16","16","018078080","150","25.03.2020",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMPI-S18ETAEZ","ETA SPA","15","15","018101012","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Solar","26WIMPI-0693963H","GIRIFALCO","14","14","018079059","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Biomass","26WIMPI-S18RENDU","RENDE ECOSESTO","14","14","018078102","20","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-S18MRCLK","MARCELLINARA","13","13","018079072","150","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Run-of-river and poundage","26WIMPI-S18C1SCX","COSCILE 1S","11","11","018078111","20","31.12.2014",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0302023Y","S. Domenica","11","11","018101024","150","09.10.2015",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Wind Onshore","26WIMPI-0602383K","Parco Eolico Torre di Ruggiero","10","10","018079148","20","13.02.2015",""
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Water Reservoir","26WIMPI-S18M1CN9","MUCONE 1S","101","N/A","018078003","150","31.12.2014","20.12.2021"
"BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00","Hydro Water Reservoir","26WIMPI-S18M2CN5","MUCONE 2S","54","N/A","018078070","150","31.12.2014","20.12.2021"
