Area / Date;Production Type;Code;Name;Intalled Capacity at the beginning of year [MW];Current Installed Capacity [MW];Location;Voltage Connection Level [kV];Commissioning Date;Decommissioning Date;bzn;bidding_zone_extended_name;start;end;start_year;bidding_zone
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Fossil Gas;26WIMPI-S18SCMR8;SIMERI CRICHI;;885.0;18079133;380;23.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Fossil Gas;26WIMPI-S18SCNDX;CENTRALE DI SCANDALE;;821.0;18101024;380;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Fossil Gas;26WIMPI-S18EADS0;ALTOMONTE;;808.0;18078045;380;23.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Fossil Gas;26WIMPI-S18RCZZW;RIZZICONI;;760.0;18080065;380;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPIORTICA-13;TIMPAGRANDE;;395.0;18101009;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Fossil Gas;26WIMPI-S18RTSN9;ROSSANO TE;;224.0;18078157;380;17.11.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPIMUCONE-19;MUCONE 1S;;169.0;18078003;150;20.12.2021;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-01161911;FOSSA DEL LUPO;;98.0;18079089;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PELCB;PE LE CANNELLA;;96.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18SSNSD;SAN SOSTENE;;80.0;18079116;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPISIMERI-15;MAGISANO;;75.0;18079068;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-04586651;S.ANNA_012;;64.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-01513370;PEPIZZA;;60.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMYI-0158381B;MAIDA CORTALE;;56.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PESP1;PARCO EOLICO SERRA PELATA;;54.0;18079065;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18MSLSC;MELISSA;;50.0;18101025;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Biomass;26WIMPI-S18BSMSR;STRONGOLI;;48.0;18101025;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0222863M;Impianto eolico di Cutro - localitá Rosito;;46.0;18101012;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPI-S18P2LZD;PALAZZO 2;;46.0;18078088;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PEPR6;PITAGORA;;46.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PEMAC;PARCO EOLICO MARCO AURELIO SEVERINO;;44.0;18078146;220;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PEPDY;PARCO EOLICO PIANO DI CORDA;;44.0;18079065;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Biomass;26WIMPI-S18MRCR8;MERCURE;;36.0;18078063;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-04539858;Parco eolico Andali;;36.0;18079005;150;24.06.2019;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0034938F;PARCO EOLICO CAMAS DI MAIDA;;34.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPI-S18S2TRR;SATRIANO 2S;;34.0;18079123;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0544016K;Piano San Biagio;;30.0;18101010;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Biomass;26WIMPI-S18CRTNF;CROTONE 2;;28.0;18101010;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0446302G;Bagaladi;;28.0;18080053;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18GRFCM;GIRIFALCO-PEG;;28.0;18079059;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18PESFL;P.E. SAN FRANCESCO;;26.0;18101014;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-00419230;CROCIMINUTI-MALUCUTRAZZO-IRTO SCURO;;26.0;18101007;150;23.12.2017;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Solar;26WIMPI-0225833G;Impianto fotovoltaico ¿San Floro Girifalco¿;;24.0;18079108;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPI-S18S1TRV;SATRIANO 1S;;24.0;18079123;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0685617W;Simeri Crichi eolico;;23.0;18079133;150;21.04.2017;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0083559Z;AMARONI;;23.0;18079003;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-07735356;Parco Eolico San Demetrio;;21.0;18078114;150;25.01.2021;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0410150O;Impianto Eolico Sambuco;;20.0;18079034;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18SFC22;SAN FLORO - CARAFFA 2;;18.0;18079072;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Waste;26WIMPI-S18TECTL;TERMOVALORIZZATORE CDR;;17.0;18080038;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0600448S;ARIA DAL VENTO;;16.0;18078080;150;25.03.2020;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Biomass;26WIMPI-S18ETAEZ;ETA SPA;;15.0;18101012;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Biomass;26WIMPI-S18RENDU;RENDE ECOSESTO;;14.0;18078102;20;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Solar;26WIMPI-0693963H;GIRIFALCO;;14.0;18079059;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-S18MRCLK;MARCELLINARA;;13.0;18079072;150;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Hydro Run-of-river and poundage;26WIMPI-S18C1SCX;COSCILE 1S;;11.0;18078111;20;31.12.2014;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0302023Y;S. Domenica;;11.0;18101024;150;09.10.2015;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2020 00:00 - 01.01.2021 00:00;Wind Onshore;26WIMPI-0602383K;Parco Eolico Torre di Ruggiero;;10.0;18079148;20;13.02.2015;;BZN;IT-Calabria;2020-01-01;2021-01-01;2020;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Fossil Gas;26WIMPI-S18SCMR8;SIMERI CRICHI;885.0;885.0;18079133;380;23.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Fossil Gas;26WIMPI-S18SCNDX;CENTRALE DI SCANDALE;821.0;821.0;18101024;380;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Fossil Gas;26WIMPI-S18EADS0;ALTOMONTE;808.0;808.0;18078045;380;23.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Fossil Gas;26WIMPI-S18RCZZW;RIZZICONI;760.0;760.0;18080065;380;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPIORTICA-13;TIMPAGRANDE;395.0;395.0;18101009;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Fossil Gas;26WIMPI-S18RTSN9;ROSSANO TE;224.0;224.0;18078157;380;17.11.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPIMUCONE-19;MUCONE 1S;169.0;169.0;18078003;150;20.12.2021;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-01161911;FOSSA DEL LUPO;98.0;98.0;18079089;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PELCB;PE LE CANNELLA;96.0;96.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18SSNSD;SAN SOSTENE;80.0;80.0;18079116;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPISIMERI-15;MAGISANO;75.0;75.0;18079068;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-04586651;S.ANNA_012;64.0;64.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-01513370;PEPIZZA;60.0;60.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMYI-0158381B;MAIDA CORTALE;56.0;56.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PESP1;PARCO EOLICO SERRA PELATA;54.0;54.0;18079065;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18MSLSC;MELISSA;50.0;50.0;18101025;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Biomass;26WIMPI-S18BSMSR;STRONGOLI;48.0;48.0;18101025;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0222863M;Impianto eolico di Cutro - localitá Rosito;46.0;46.0;18101012;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPI-S18P2LZD;PALAZZO 2;46.0;46.0;18078088;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PEPR6;PITAGORA;46.0;46.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PEMAC;PARCO EOLICO MARCO AURELIO SEVERINO;44.0;44.0;18078146;220;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PEPDY;PARCO EOLICO PIANO DI CORDA;44.0;44.0;18079065;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Biomass;26WIMPI-S18MRCR8;MERCURE;36.0;36.0;18078063;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-04539858;Parco eolico Andali;36.0;36.0;18079005;150;24.06.2019;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0034938F;PARCO EOLICO CAMAS DI MAIDA;34.0;34.0;18079069;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPI-S18S2TRR;SATRIANO 2S;34.0;34.0;18079123;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0544016K;Piano San Biagio;30.0;30.0;18101010;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Biomass;26WIMPI-S18CRTNF;CROTONE 2;28.0;28.0;18101010;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0446302G;Bagaladi;28.0;28.0;18080053;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18GRFCM;GIRIFALCO-PEG;28.0;28.0;18079059;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18PESFL;P.E. SAN FRANCESCO;26.0;26.0;18101014;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-00419230;CROCIMINUTI-MALUCUTRAZZO-IRTO SCURO;26.0;26.0;18101007;150;23.12.2017;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Solar;26WIMPI-0225833G;Impianto fotovoltaico ¿San Floro Girifalco¿;24.0;24.0;18079108;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPI-S18S1TRV;SATRIANO 1S;24.0;24.0;18079123;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0685617W;Simeri Crichi eolico;23.0;23.0;18079133;150;21.04.2017;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0083559Z;AMARONI;23.0;23.0;18079003;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-07735356;Parco Eolico San Demetrio;21.0;21.0;18078114;150;25.01.2021;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0410150O;Impianto Eolico Sambuco;20.0;20.0;18079034;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18SFC22;SAN FLORO - CARAFFA 2;18.0;18.0;18079072;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Waste;26WIMPI-S18TECTL;TERMOVALORIZZATORE CDR;17.0;17.0;18080038;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0600448S;ARIA DAL VENTO;16.0;16.0;18078080;150;25.03.2020;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Biomass;26WIMPI-S18ETAEZ;ETA SPA;15.0;15.0;18101012;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Biomass;26WIMPI-S18RENDU;RENDE ECOSESTO;14.0;14.0;18078102;20;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Solar;26WIMPI-0693963H;GIRIFALCO;14.0;14.0;18079059;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-S18MRCLK;MARCELLINARA;13.0;13.0;18079072;150;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Hydro Run-of-river and poundage;26WIMPI-S18C1SCX;COSCILE 1S;11.0;11.0;18078111;20;31.12.2014;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0302023Y;S. Domenica;11.0;11.0;18101024;150;09.10.2015;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2022 00:00 - 01.01.2023 00:00;Wind Onshore;26WIMPI-0602383K;Parco Eolico Torre di Ruggiero;10.0;10.0;18079148;20;13.02.2015;;BZN;IT-Calabria;2022-01-01;2023-01-01;2022;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Fossil Gas;26WIMPI-S18SCMR8;SIMERI CRICHI;885.0;885.0;18079133;380;23.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Fossil Gas;26WIMPI-S18SCNDX;CENTRALE DI SCANDALE;821.0;821.0;18101024;380;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Fossil Gas;26WIMPI-S18EADS0;ALTOMONTE;808.0;808.0;18078045;380;23.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Fossil Gas;26WIMPI-S18RCZZW;RIZZICONI;760.0;760.0;18080065;380;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Hydro Run-of-river and poundage;26WIMPIORTICA-13;TIMPAGRANDE;395.0;395.0;18101009;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Fossil Gas;26WIMPI-S18RTSN9;ROSSANO TE;224.0;224.0;18078157;380;17.11.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Hydro Run-of-river and poundage;26WIMPIMUCONE-19;MUCONE 1S;;169.0;18078003;150;20.12.2021;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Wind Onshore;26WIMPI-01161911;FOSSA DEL LUPO;98.0;98.0;18079089;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Wind Onshore;26WIMPI-S18PELCB;PE LE CANNELLA;96.0;96.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Wind Onshore;26WIMPI-S18SSNSD;SAN SOSTENE;80.0;80.0;18079116;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Hydro Run-of-river and poundage;26WIMPISIMERI-15;MAGISANO;75.0;75.0;18079068;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
BZN|IT-Calabria / 01.01.2021 00:00 - 01.01.2022 00:00;Wind Onshore;26WIMPI-04586651;S.ANNA_012;64.0;64.0;18101013;150;31.12.2014;;BZN;IT-Calabria;2021-01-01;2022-01-01;2021;IT_CALA
